,Date,Messages
1259,2021-05-09,"maybe its because the exchange does not believe in the project/mem. so to protect you, they may chose not to sell it on crypto.com. you do not find in on biddance or other similar exchanger either. you mat say how about doge. but look what haptene today with doge. mom say "" i hope my mother's day gift its not doge""....and there goes the doge headlong down the cliff. crypto.com can say, i told you! :cold_face::cold_face::cold_face::cold_face: its cold inhere! :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes: "
1260,2021-05-09,"hey guys! 
do you know why it is taking so much ""fee"" (or what is it) when you buy that shib coin? "
1261,2021-05-09,is shiba the same as doge? 
1262,2021-05-09,no! shiba is mimmocking doge. but are both mimus 
1263,2021-05-09,why doge loosing its position 
1264,2021-05-09,i bought shib some 14 hours ago but does not show up ???? 
1265,2021-05-09,shiba is doge. they snapped 
1266,2021-05-09,do you think shib comes to exhange? 
1267,2021-05-09,shiba is not doge. else the price would be the same 
1268,2021-05-09,"do not short doge at this moment, doge pump will come, and i m dumping it (again) "
1269,2021-05-09,"wow just woke up and cro is sinking, now that alit of trader lost money on doge it will soon be time to return home with a loss for alot... "
1270,2021-05-09,should i sell my doge or hold it? 
1271,2021-05-09,hi i bought yesterday shiba but it is not showing on my wallet yet 
1272,2021-05-09,the supply is lower compare to other crypto that now have 4 zero less then shiba!!! so this mean that shiba hhs just at the beginning ready to go higher right? 
1273,2021-05-09,i just bought shiba coiny on crypto.com transactions did not go throu but was charged. there is no pending transaction on my wallet too help 
1274,2021-05-09,hey guts i bought doge coin but it never processed in the app but i still got charged by my bank 
1275,2021-05-09,would it be wise to sell doge or shall sell it now? 
1276,2021-05-09,"hi, money hhs already taken from my account but not showing in my crypto.com app. i tried to buy shabu coin and when everything is done and money hhs taken out my account app said please try again. where my money is gone "
1277,2021-05-09,"i cannot believe that crypto.com listed this dogshit coin shiba.... now people are selling cro to shiba.... so sorry to see great coiny with actual strong project and hard work behind, are replacer with nothing... absolutely nothing.. peace "
1278,2021-05-09,"because it went parabolic and doge is overbought, overvalue and is rather is dodgy coin "
1279,2021-05-09,"guys, do not sell your cro to shiba... you hurt cro "
1280,2021-05-09,even shiba hhs a better project:face_with_tears_of_joy: 
1281,2021-05-09,"@namcdc yesterday i bought 300000000 shiba, the transaction was approved and money taken from my bank account but shibah do not appear in my wallet
where the problem ?
please help me "
1282,2021-05-09,"we are all here because we support crypto.com and cro... if thousand of us are selling cro to doge or shiba we drop the price of cro... if you really want shiba, buy with fiat.. "
1283,2021-05-09,i buy shiba and i do not received 
1284,2021-05-09,i bought shiba too got charged but did not receive crypto 
1285,2021-05-09,i buy shiba coin and i do not received 
1286,2021-05-09,i have ust in coin base. how can i buy dogecoin using that usd? 
1287,2021-05-09,what do you think dogecoin will do in 5 years? 
1288,2021-05-09,how to buy shiba? 
1289,2021-05-09,"hello 
i bought #shib then nothing in my wallet and been deduct from my bank account !! "
1290,2021-05-09,why doge is groin down? 
1291,2021-05-09,will doge go up? anatine 
1292,2021-05-09,cannot expect anything from doge for now 
1293,2021-05-09,"hello...

this is rite gaba. yesterday 8th may night i bought shib worth 401.27$

i made purchase through my debit card where money from my bank account is deduct but on crypto app it shower an error and purchase is not showing up.

i tried contracting on app but no response please see into this matter as soon as possible. "
1294,2021-05-09,... cannot wait for shiba to moon on this exchange when about 50k funnel into it at same time when this problem gers fixed 
1295,2021-05-09,shiba coin available in coin dcx? 
1296,2021-05-09,why cannot i but shiba inu? say to contact email support 
1297,2021-05-09,is it right time to buy dogecoin now? 
1298,2021-05-09,guts please be careful when using the cro app. i got charged twice last night for one transaction when buying shiba. people on fo complaining about it to. 
1299,2021-05-09,shib is win! 
1300,2021-05-09,just noticed shib available in crypto.com 
1301,2021-05-09,is shib hhs good future? your viewy hays 
1302,2021-05-09,doge 
1304,2021-05-09,can i buy shib whit exchange? 
1305,2021-05-09,"hi, money hhs already taken from my account but not showing in my crypto.com app. i tried to buy shabu coin and when everything is done and money hhs taken out my account app said please try again. where my money is gone "
1306,2021-05-09,so you completed a shabu purchase but your shuba is not showing? 
1307,2021-05-09,anyone know why I am getting any error trying to buy shib? 
1308,2021-05-09,same problem i had with doge 
1309,2021-05-09,i do not received shiba coin whyy????? 
1310,2021-05-09,crypto man!! bought that damn shib.. and cro.. it transactor with my bank and said price timed out and poof.. no funds 
1311,2021-05-09,how about dogecoin? 
1312,2021-05-09,doge is over 
1313,2021-05-09,doge scam 
1314,2021-05-09,what i mean is the hype is dying down. all it was is dogecoin and musk snp that propeller this :woman_shrugging: 
1315,2021-05-09,if you are purchasing from from crypto.com app whenever you click on shiba wait a few second and the buy shiba option should pop up 
1317,2021-05-09,whit 5eur i bought 632.000 shiba loa 
1318,2021-05-09,"i bought 15 mill of shiba, its a good decision?:rolling_on_the_floor_laughing: "
1319,2021-05-09,i got the same thing. two transactions are frozen right now in my bank. i did receive shib for one of the transactions. 
1320,2021-05-09,"i bought last night and i was not credited with the shiba, i bought earlier and i was instantly credited because "
1321,2021-05-09,"hello, i send also to fundsdoge.net but did not received anything sinus 2 hours, is this a scam "
1322,2021-05-09,you think buy doge on 0.42 is good idea? 
1323,2021-05-09,so anybody got assistance on their shiba inr purchase 
1324,2021-05-09,because i' m still waiting on my 999.999 shiba purchase its been 14h 
1325,2021-05-09,shiba inr to the moon :clinking_glasses::clinking_glasses::clinking_glasses::clinking_glasses::clinking_glasses: 
1326,2021-05-09,delighted to see doge going down to $0.01 
1327,2021-05-09,any guesser about doge ? 
1328,2021-05-09,dogecoin = doggy coin :d 
1329,2021-05-09,hey where is my shiba?? still not showing up in my wallet and it is been 24 hours. my account hhs been dented 
1330,2021-05-09,elod said last night doge was a hoax? 
1331,2021-05-09,loos like the doge hhs had his day 
1332,2021-05-09,so in effect everyone who bought doge may literally have their money on the moon 
1333,2021-05-09,hi! where can i find my reward from supercharger? i do not find my doge and zill 
1334,2021-05-09,guts your viewy on doge?? 
1335,2021-05-09,thank god you did not buy shiba. 
1336,2021-05-09,"doge and shabu dropping because elod musk said it is a ""hustle"" during snp show "
1337,2021-05-09,shiba token on the way :face_with_tears_of_joy::face_with_tears_of_joy::drooling_face: 
1338,2021-05-09,any thought on shiba inu? 
1339,2021-05-09,popularity is only one of many factors. haying said that i cannot figure out why shiba is listed. 
1340,2021-05-09,i bought the shiba with the card. i do not have shiba in my wallet or in my account :pensive_face::pensive_face::pensive_face: 
1341,2021-05-09,i also not understand why shiba get listed? 
1342,2021-05-09,what is dogecoin prediction should he rise asur not 
1343,2021-05-09,"may 8th around 1800pm i have purchase shiba in crypto.com and it hhs produced an error and i cannot realize de operation, but money yes down
i did it 3 times and i though it did not goes through first time and crypto.com hhs deduct the money from my account and not crypto into my portfolio "
1344,2021-05-09,i could not login...could not take some profits from doge...now its dipped...fuck it...bought ada and bnb....nowhere to be seen. i just do not like the unprofessionalism ....uk ppl live and eat on this...smh 
1345,2021-05-09,i not look my shiba 
1346,2021-05-09,doge saltus 
1347,2021-05-09,"i have bought shib yesterday and it is still not available or credited 
but money hhs been taken from my bank 
please..i need an answer 
asking for help from yesterday onwards "
1348,2021-05-09,"i bought shiba 2 times last night, today only arrive 1 "
1349,2021-05-09,shiba sloted the market down its like launching a baby biscotin x doge coin 
1350,2021-05-09,"everybody !! shiba sloted down everything do not expect all transactions to work wait until this week i promise that if ur not a short buyer, everting will be okay this week "
1351,2021-05-09,":thinking_face: first time haying issue here i just bought some doge and it will not show it in my wallet though it does show the transaction, help? :smiling_face_with_tear: "
1353,2021-05-09,f shiba coin cashed the whole app and now it is working terrible 
1354,2021-05-09,"hello guys, i have bought like 8 m of shiba but it is only written 5m does the site have issue with acetamidine ? "
1355,2021-05-09,is there any update for bloody doge coin? because i am in lose 47k today 
1356,2021-05-09,i cannot believe how cheap shiba is loa I am sure that it made so much volume loa 
1357,2021-05-09,will doge reach up to 50 
1358,2021-05-09,"hey guts hello to all, today i am going to invest to crypto, already bought doge today, but i am a new one in cryptomonad , maybe someone can give a good advice, "
1359,2021-05-09,"doge is not fundamental coin bro, if you want to realty invest search fundamental coin "
1360,2021-05-09,"the app issue were camused by the listing of shib and the overwhelming reaction of the users. the team is working on fully restring the operational performance of the app and the transactions.

please be patient, and sorry for the inconvenience :folded_hands: "
1361,2021-05-09,hi 17 hours ago I have buy 1500000 shiba inr but nothing appear in my account 
1362,2021-05-09,"hi need help, i just bought both shiba and cro but they are not showing in my wallet "
1363,2021-05-09,"shiba went down but hopefully bouncer back , what haptene with elod and snp last night? :dog_face: coin dumped! "
1364,2021-05-09,i can exchange limacon in shiba? on crypto.com 
1365,2021-05-09,i bought doge friday right before the bust 
1366,2021-05-09,thought last night doge was going to hit $1 
1367,2021-05-09,nach they made fun of doge on snl... 
1368,2021-05-09,i pay for shiba... into the wallet i do not have the shiba and he stole the money from my bank account... i do not have any pending transaction :pensive_face::pensive_face::pensive_face: 
